subject,1
1,-0.01610020465279094
2,0.0
3,-0.0035778232561757273
4,-0.014298486495941565
5,-0.014349920066683453
6,0.0
7,0.023255851165142505
8,0.04340311573215716
9,0.02857142857142847
10,0.007155646512351566
11,0.06970512166771514
12,0.019678027908966667
13,0.02144772974391229
14,0.08773532090902136
15,0.016143660075018995
16,0.01072386487195609
17,0.02685775129868001
18,-0.0035714285714285587
19,-0.025000000000000022
20,0.06630866965277049
21,0.010733469768527293
22,-0.044682770299817376
23,-0.025089766895642795
24,-0.02859697299188313
25,-0.037567144189845525
26,0.016085797307934246
27,0.08042898653967129
28,0.0
29,0.014285714285714235
30,0.0
31,-0.08579091897564928
32,0.08765666977630626
33,-0.08042898653967123
34,0.01966041893191972
35,0.0339893209336698
36,-0.0017905167532453747
37,0.05739968026673403
38,-0.0394978799021064
39,-0.02152488010002529
40,-0.010714285714285787
41,0.021466939537054586
42,0.007149243247970838
43,0.0
44,0.0017873108119926817
45,-0.0035714285714285587
46,0.0035714285714285587
47,0.07857142857142863
48,-0.06076856760775162
49,-0.010723864871956201
50,0.028725730837895536
51,-0.017857142857142905
52,0.012522381396615101
53,-0.03217159461586849
54,0.051878437214548545
55,0.0
56,0.03932083786383933
57,-0.003577823256175783
58,0.0
59,0.021486201038944053
60,-0.01076244005001259
61,0.0
62,0.010801434525763876
63,-0.014285714285714235
64,0.04830061395837282
65,0.08757822978764207
